"ISO Code"	"Country"	"Region"	"Subject.Descriptor"	"Units"	"Scale"	"X2000"	"X2001"	"X2002"	"X2003"	"X2004"	"X2005"	"X2006"	"X2007"	"X2008"	"X2009"	"X2010"	"X2011"	"X2012"	"X2013"	"X2014"	"X2015"	"X2016"	"X2017"	"X2018"	"X2019"	"X2020"	"X2021"	"GrowthRate"
"270"	"SVN"	"Slovenia"	"Europe"	"Unemployment"	"Percent of total labor force"	""	6.742	6.192	6.342	6.7	6.342	6.542	5.992	4.858	4.392	5.892	7.3	8.242	8.917	10.175	9.792	9.025	8.025	6.6	5.158	4.467	5	4.451	-0.014834799095785
"271"	"SVN"	"Slovenia"	"Europe"	"Population"	"Persons"	"Millions"	1.988	1.99	1.994	1.995	1.996	1.998	2.003	2.01	2.01	2.032	2.047	2.05	2.055	2.059	2.061	2.063	2.064	2.066	2.067	2.081	2.096	2.104	0.00264858422943592
"272"	"SVN"	"Slovenia"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	18.853	21.148	23.549	25.613	27.628	29.114	31.47	35.074	37.926	36.255	36.364	37.059	36.253	36.454	37.634	38.853	40.443	43.011	45.864	48.397	46.918	50.982	0.0466415008983632
"273"	"ESP"	"Spain"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	647.851	700.993	749.552	802.266	859.437	927.357	1003.82	1075.54	1109.54	1069.32	1072.71	1063.76	1031.1	1020.35	1032.16	1077.59	1113.84	1161.87	1203.26	1244.38	1121.95	1205.65	0.0278385883781553
"274"	"ESP"	"Spain"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	598.628	627.834	708.256	907.264	1068.57	1154.35	1260.47	1474.18	1631.69	1489.85	1423.27	1480.45	1325.58	1355.16	1371.58	1195.72	1232.57	1312.08	1421.64	1393.2	1280.46	1439.96	0.0387485952717277
"275"	"ESP"	"Spain"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	15974.87	17195.51	18094.84	19012.74	20052.58	21239.16	22628.75	23776.17	24129.29	23061.88	23038.05	22760.98	22047.86	21899.06	22218.39	23218.84	23979.4	24968.74	25749.83	26416.85	23814.84	25567.91	0.0201652282552589
"276"	"ESP"	"Spain"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	14761.11	15400.91	17097.92	21501.07	24932.13	26438.03	28414.13	32588.56	35484.39	32131.38	30566.88	31676.69	28344.78	29084.96	29524.76	25764.22	26535.55	28196.76	30423.17	29576.25	27179.45	30536.86	0.0309938682878987
"277"	"ESP"	"Spain"	"Europe"	"Inflation"	"Percent change"	""	4.007	2.707	4.036	2.605	3.227	3.735	2.666	4.221	1.432	0.795	2.988	2.378	2.868	0.252	-1.041	0.017	1.57	1.112	1.183	0.788	-0.532	2.493	NA
"278"	"ESP"	"Spain"	"Europe"	"Unemployment"	"Percent of total labor force"	""	13.857	10.54	11.45	11.485	10.965	9.153	8.453	8.233	11.245	17.855	19.858	21.39	24.788	26.095	24.443	22.058	19.635	17.225	15.255	14.105	15.533	15.37	0.00572513997427904
"279"	"ESP"	"Spain"	"Europe"	"Population"	"Persons"	"Millions"	40.554	40.766	41.424	42.196	42.859	43.663	44.361	45.236	45.983	46.368	46.562	46.736	46.766	46.593	46.455	46.41	46.45	46.533	46.729	47.105	47.111	47.155	0.00752175232515295
"280"	"ESP"	"Spain"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	647.851	700.993	749.552	802.266	859.437	927.357	1003.82	1075.54	1109.54	1069.32	1072.71	1063.76	1031.1	1020.35	1032.16	1077.59	1113.84	1161.87	1203.26	1244.38	1121.95	1205.65	0.0278385883781553
"281"	"SWE"	"Sweden"	"Scandinavia"	"GDP Domestic Currency"	"National currency"	"Billions"	2408.15	2503.73	2598.34	2703.55	2830.19	2931.09	3121.67	3320.28	3412.25	3341.17	3573.58	3727.91	3743.09	3822.67	3992.73	4260.47	4415.03	4625.09	4828.31	5049.62	4983.36	5297.57	0.0370314713282269
"282"	"SWE"	"Sweden"	"Scandinavia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	262.834	242.395	266.848	334.337	385.119	392.219	423.091	491.255	517.706	436.536	495.813	574.094	552.484	586.842	581.964	505.104	515.655	541.019	555.455	533.88	541.064	622.365	0.0367602905316722
"283"	"SWE"	"Sweden"	"Scandinavia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	271102.94	281029.86	290616	301208.82	314068.46	323957.27	342541.42	361570.77	368639.27	357700.54	379539.53	393120.53	391704.47	396342.65	409621.89	432490.37	441717.2	457014.17	471966.64	488944.61	480125.38	499136.42	0.0289896863813681
"284"	"SWE"	"Sweden"	"Scandinavia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	29589.14	27207.49	29846.19	37249.26	42736.88	43349.85	46425.84	53496.53	55929.86	46734.91	52658.79	60540.22	57816.02	60845.01	59704.81	51274.28	51590.47	53459.07	54295.73	51694.5	52129.13	58639.19	0.0287205291673456
"285"	"SWE"	"Sweden"	"Scandinavia"	"Inflation"	"Percent change"	""	1.505	3.038	1.592	1.911	1.127	1.109	1.401	2.295	2.666	2.324	1.781	0.834	0.972	0.253	0.308	0.849	1.411	1.765	2.208	1.696	0.39	2	-0.0652910409597878
"286"	"SWE"	"Sweden"	"Scandinavia"	"Unemployment"	"Percent of total labor force"	""	6.342	5.825	5.95	6.567	7.375	7.642	7.042	6.117	6.167	8.3	8.575	7.767	7.967	8	7.933	7.4	6.95	6.683	6.325	6.767	8.292	8.857	0.0134950987389773
"287"	"SWE"	"Sweden"	"Scandinavia"	"Population"	"Persons"	"Millions"	8.883	8.909	8.941	8.976	9.011	9.048	9.113	9.183	9.256	9.341	9.416	9.483	9.556	9.645	9.747	9.851	9.995	10.12	10.23	10.328	10.379	10.613	0.00781262030029195
"288"	"SWE"	"Sweden"	"Scandinavia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	2408.15	2503.73	2598.34	2703.55	2830.19	2931.09	3121.67	3320.28	3412.25	3341.17	3573.58	3727.91	3743.09	3822.67	3992.73	4260.47	4415.03	4625.09	4828.31	5049.62	4983.36	5297.57	0.0370314713282269
"289"	"CHE"	"Switzerland"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	472.751	485.25	484.12	489.348	503.696	523.147	556.524	592.865	617.426	607.284	628.752	640.876	649.236	661.098	673.099	675.779	685.277	693.969	719.809	727.932	705.893	736.649	0.0202469871571598
"290"	"CHE"	"Switzerland"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	279.926	287.536	310.611	363.382	405.064	420.139	443.854	493.903	570.059	558.093	602.885	721.673	692.382	713.232	734.703	702.195	695.434	704.758	736.089	732.492	751.877	810.83	0.0506430163035865
"291"	"CHE"	"Switzerland"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	65989.8	67414.57	66719.96	66905.66	68399.77	70552.58	74611.05	78953.9	81315.12	78847.56	80754.19	81432.77	81613.53	82236.31	82690.3	82031.96	82295.75	82419.16	84843.13	85188.11	82023.4	84959.89	0.0109345695409129
"292"	"CHE"	"Switzerland"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	39073.98	39946.66	42807.41	49683.01	55006.03	56660.7	59505.88	65774.86	75076.97	72460.75	77431.92	91699.23	87037.3	88721.54	90258.36	85238.52	83515.54	83700.47	86762.02	85721.73	87366.6	93515.48	0.0410531180479081
"293"	"CHE"	"Switzerland"	"Europe"	"Inflation"	"Percent change"	""	1.489	0.332	0.88	0.56	1.289	0.975	0.629	2.022	0.719	0.296	0.535	-0.586	-0.435	0.082	-0.307	-1.276	0.013	0.856	0.691	0.152	-0.827	0.882	NA
"294"	"CHE"	"Switzerland"	"Europe"	"Unemployment"	"Percent of total labor force"	""	1.824	1.703	2.546	3.691	3.879	3.763	3.332	2.766	2.577	3.701	3.516	2.843	2.905	3.158	3.044	3.178	3.323	3.088	2.547	2.306	3.143	3.131	0.0275807913088133
"295"	"CHE"	"Switzerland"	"Europe"	"Population"	"Persons"	"Millions"	7.164	7.198	7.256	7.314	7.364	7.415	7.459	7.509	7.593	7.702	7.786	7.87	7.955	8.039	8.14	8.238	8.327	8.42	8.484	8.545	8.606	8.671	0.00921172669574233
"296"	"CHE"	"Switzerland"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	472.751	485.25	484.12	489.348	503.696	523.147	556.524	592.865	617.426	607.284	628.752	640.876	649.236	661.098	673.099	675.779	685.277	693.969	719.809	727.932	705.893	736.649	0.0202469871571598
"297"	"TWN"	"Taiwan Province of China"	"Asia"	"GDP Domestic Currency"	"National currency"	"Billions"	10328.55	10119.43	10630.91	10924.03	11596.24	12036.68	12572.59	13363.92	13115.1	12919.45	14060.35	14262.2	14677.77	15270.73	16258.05	17055.08	17555.27	17983.35	18375.02	18932.53	19766.24	21967.25	0.0329855238343562
"298"	"TWN"	"Taiwan Province of China"	"Asia"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	330.68	299.276	307.439	317.381	346.924	374.06	386.45	406.907	415.901	390.829	444.281	483.974	495.61	512.943	535.328	534.515	543.081	590.733	609.198	612.168	668.156	785.589	0.0357942533285909
"299"	"TWN"	"Taiwan Province of China"	"Asia"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	463648.66	451647.96	472049.05	483266.82	511092.54	528611	549584.6	582093.71	569304.96	558805.04	607040.43	614090.64	629519.52	653334.63	693787.59	725992.95	745769.13	762936.4	778967.95	802119.56	838930.52	934004.54	0.030093980364758
"300"	"TWN"	"Taiwan Province of China"	"Asia"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	14844.24	13357.2	13651.36	14040.6	15290.31	16427.46	16892.88	17723.7	18053.59	16904.54	19181.36	20838.59	21256.36	21945.46	22844.32	22752.99	23070.73	25061.62	25825.57	25935.9	28358.3	33401.71	0.0328948481379496
"301"	"TWN"	"Taiwan Province of China"	"Asia"	"Inflation"	"Percent change"	""	1.641	-1.685	0.768	-0.059	1.619	2.206	0.678	3.333	1.26	-0.247	1.236	2.028	1.613	0.338	0.602	0.132	1.693	1.216	-0.059	1.143	0.049	1.6	-0.161014654797472
"302"	"TWN"	"Taiwan Province of China"	"Asia"	"Unemployment"	"Percent of total labor force"	""	2.99	4.57	5.17	4.99	4.44	4.13	3.91	3.91	4.14	5.85	5.21	4.39	4.24	4.18	3.96	3.78	3.92	3.76	3.71	3.73	3.85	3.8	0.0127202103403647
"303"	"TWN"	"Taiwan Province of China"	"Asia"	"Population"	"Persons"	"Millions"	22.277	22.406	22.521	22.605	22.689	22.77	22.877	22.958	23.037	23.12	23.162	23.225	23.316	23.374	23.434	23.492	23.54	23.571	23.589	23.603	23.561	23.519	0.00280583132811607
"304"	"TWN"	"Taiwan Province of China"	"Asia"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	10328.55	10119.43	10630.91	10924.03	11596.24	12036.68	12572.59	13363.92	13115.1	12919.45	14060.35	14262.2	14677.77	15270.73	16258.05	17055.08	17555.27	17983.35	18375.02	18932.53	19766.24	21967.25	0.0329855238343562
"305"	"GBR"	"United Kingdom"	"Europe"	"GDP Domestic Currency"	"National currency"	"Billions"	1095.9	1138.38	1187.67	1256.19	1317.46	1393.04	1470.72	1546.09	1589.26	1548.51	1606.03	1660.14	1711.77	1780.34	1863.01	1919.64	1994.71	2068.76	2141.79	2218.44	2112.04	2235.6	0.0333478985334148
"306"	"GBR"	"United Kingdom"	"Europe"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	1661.34	1639.08	1782.89	2052.79	2413.13	2535.64	2709.83	3094.59	2952.33	2421.02	2484.02	2660.79	2704.5	2785.06	3067.12	2933.43	2703.24	2664.71	2860.98	2833.3	2709.68	3108.42	0.0247619093572122
"307"	"GBR"	"United Kingdom"	"Europe"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	18610.54	19257.61	20005.91	21063.9	21975.96	23058.58	24178.72	25213.8	25706.18	24871.32	25589.98	26232.77	26870.26	27771.75	28840.47	29483.04	30384.96	31325.82	32238.43	33211.66	31484.91	33227.57	0.0266376190942332
"308"	"GBR"	"United Kingdom"	"Europe"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	28212.73	27727.89	30032.21	34421.36	40252.45	41971.8	44549.73	50467.11	47753.72	38885.08	39579.62	42044.62	42453.47	43444.63	47480.8	45053.49	41177.83	40349.87	43063.74	42416.6	40394.13	46200.26	0.018107548233363
"309"	"GBR"	"United Kingdom"	"Europe"	"Inflation"	"Percent change"	""	0.955	1.021	1.524	1.315	1.436	2.127	2.715	2.119	3.88	2.121	3.38	4.631	2.634	2.067	0.913	0.056	1.208	3.032	2.281	1.423	0.536	3.5	-0.0284658500146844
"310"	"GBR"	"United Kingdom"	"Europe"	"Unemployment"	"Percent of total labor force"	""	5.45	5.1	5.2	5	4.75	4.825	5.425	5.35	5.725	7.625	7.9	8.1	7.975	7.575	6.2	5.375	4.875	4.425	4.075	3.825	4.525	4.975	-0.00925679123564738
"311"	"GBR"	"United Kingdom"	"Europe"	"Population"	"Persons"	"Millions"	58.886	59.113	59.366	59.637	59.95	60.413	60.827	61.319	61.824	62.261	62.76	63.285	63.705	64.106	64.597	65.11	65.648	66.04	66.436	66.797	67.081	67.281	0.00653614160096372
"312"	"GBR"	"United Kingdom"	"Europe"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	1095.9	1138.38	1187.67	1256.19	1317.46	1393.04	1470.72	1546.09	1589.26	1548.51	1606.03	1660.14	1711.77	1780.34	1863.01	1919.64	1994.71	2068.76	2141.79	2218.44	2112.04	2235.59	0.0333478985334148
"313"	"USA"	"United States"	"North America"	"GDP Domestic Currency"	"National currency"	"Billions"	10250.95	10581.93	10929.1	11456.45	12217.18	13039.2	13815.6	14474.25	14769.85	14478.05	15048.98	15599.73	16253.95	16843.23	17550.68	18206.03	18695.1	19479.63	20527.15	21372.6	20893.75	22939.58	0.0362453958282927
"314"	"USA"	"United States"	"North America"	"GDP U.S. Dollars"	"U.S. dollars"	"Billions"	10250.95	10581.93	10929.1	11456.45	12217.18	13039.2	13815.6	14474.25	14769.85	14478.05	15048.98	15599.73	16253.95	16843.23	17550.68	18206.03	18695.1	19479.63	20527.15	21372.6	20893.75	22939.58	0.0362453958282927
"315"	"USA"	"United States"	"North America"	"GDP p.c. Domestic Currency"	"National currency"	"Units"	36312.78	37101.45	37945.76	39405.35	41641.62	44034.26	46216.85	47943.35	48470.55	47102.43	48586.29	50008.11	51736.74	53245.52	55083.51	56729.68	57839.99	59885.71	62769.66	65051.88	63358.49	69375.38	0.0282228857729967
"316"	"USA"	"United States"	"North America"	"GDP p.c. U.S. Dollars"	"U.S. dollars"	"Units"	36312.78	37101.45	37945.76	39405.35	41641.62	44034.26	46216.85	47943.35	48470.55	47102.43	48586.29	50008.11	51736.74	53245.52	55083.51	56729.68	57839.99	59885.71	62769.66	65051.88	63358.49	69375.38	0.0282228857729967
"317"	"USA"	"United States"	"North America"	"Inflation"	"Percent change"	""	3.427	1.552	2.616	1.909	3.209	3.683	2.199	4.084	0.701	1.919	1.689	3.086	1.822	1.319	0.524	0.695	2.179	2.171	1.911	2.063	1.553	5.149	-0.0388019798935546
"318"	"USA"	"United States"	"North America"	"Unemployment"	"Percent of total labor force"	""	3.967	4.742	5.783	5.992	5.542	5.083	4.608	4.617	5.8	9.283	9.608	8.933	8.075	7.358	6.158	5.275	4.875	4.35	3.892	3.683	8.108	5.431	0.0363884801122372
"319"	"USA"	"United States"	"North America"	"Population"	"Persons"	"Millions"	282.296	285.216	288.019	290.733	293.389	296.115	298.93	301.903	304.718	307.374	309.737	311.944	314.167	316.331	318.619	320.926	323.221	325.28	327.023	328.547	329.77	330.659	0.00780224390166961
"320"	"USA"	"United States"	"North America"	"GDP FY U.S. Dollars"	"National currency"	"Billions"	10250.95	10581.93	10929.1	11456.45	12217.18	13039.2	13815.6	14474.25	14769.85	14478.05	15048.98	15599.73	16253.95	16843.23	17550.68	18206.03	18695.1	19479.63	20527.15	21372.6	20893.75	22939.58	0.0362453958282927
